ticket_id,subject,description,category,priority,resolution_time_hours
207709,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,20
206861,Database connection failed,Database connection failed,Technical,High,4
200786,Account locked out,Urgent: Account locked out,Account,High,3
207432,Error 404 not found,Issues with: Error 404 not found,Technical,Low,45
204497,Upgrade my plan,Upgrade my plan - please checking,Billing,Low,14
204391,Need invoice for last month,Urgent: Need invoice for last month,Billing,High,2
201472,Forgot my password,"Please help, forgot my password",Account,Low,31
201005,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,41
203885,Need invoice for last month,Customer reports: Need invoice for last month,Billing,Medium,23
204966,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,27
203358,Payment method declined,"Please help, payment method declined",Billing,Low,48
204130,Refund request,Refund request,Billing,Low,12
204477,Update credit card information,Getting error: Update credit card information,Billing,Medium,6
205477,App crashes on startup,Issues with: App crashes on startup,Technical,Critical,2
208154,Add custom fields to reports,Issues with: Add custom fields to reports,Feature Request,Medium,24
207990,Calendar view needed,Customer reports: Calendar view needed,Feature Request,Low,24
208148,Mobile responsive design request,Help needed: Mobile responsive design request,Feature Request,Low,11
205005,Screen freezes when clicking save,"Please help, screen freezes when clicking save",Technical,Low,47
200919,Unlock my user account,Unlock my user account,Account,Low,43
205405,Error 404 not found,Customer reports: Error 404 not found,Technical,High,7
209557,Integration with Slack would be nice,Integration with Slack would be nice,Feature Request,High,4
209278,Mobile responsive design request,Mobile responsive design request,Feature Request,Low,25
202810,Charge on my credit card is wrong,Urgent: Charge on my credit card is wrong,Billing,High,4
206240,Screen freezes when clicking save,Screen freezes when clicking save,Technical,Low,31
206982,Screen freezes when clicking save,Customer reports: Screen freezes when clicking save,Technical,Low,47
207122,Database connection failed,Database connection failed,Technical,High,2
200005,Forgot my password,Customer reports: Forgot my password,Account,Low,46
209566,Mobile responsive design request,Issues with: Mobile responsive design request,Feature Request,Low,43
202126,Cannot login to my account,Customer reports: Cannot login to my account,Account,Low,34
205950,Mobile app unresponsive,Mobile app unresponsive,Technical,Low,43
203614,Upgrade my plan,Upgrade my plan - please checking,Billing,Low,19
200629,Account locked out,Account locked out,Account,Low,23
200092,Need to update profile details,Issues with: Need to update profile details,Account,Medium,6
201822,Profile picture upload failed,Customer reports: Profile picture upload failed,Account,High,5
204815,Update credit card information,Getting error: Update credit card information,Billing,High,6
204795,Need invoice for last month,Getting error: Need invoice for last month,Billing,High,5
206503,System outage,Issues with: System outage,Technical,Critical,4
200095,Two-factor authentication issue,Getting error: Two-factor authentication issue,Account,High,3
203119,Upgrade my plan,"Please help, upgrade my plan",Billing,Low,25
206691,Database connection failed,"Please help, database connection failed",Technical,High,7
202559,Upgrade my plan,Getting error: Upgrade my plan,Billing,High,8
205720,API endpoint returning 500,Help needed: API endpoint returning 500,Technical,Low,29
204140,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,6
201727,Reset password link not working,"Please help, reset password link not working",Account,Low,15
209074,Need export to PDF feature,Getting error: Need export to PDF feature,Feature Request,High,2
208040,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,10
201056,Need to update profile details,Need to update profile details - please checking,Account,Medium,16
203279,Need invoice for last month,Issues with: Need invoice for last month,Billing,Low,40
207737,Please add more user roles,Customer reports: Please add more user roles,Feature Request,High,3
202726,Update credit card information,"Please help, update credit card information",Billing,High,4
202010,Reset password link not working,Issues with: Reset password link not working,Account,Low,31
200956,Unlock my user account,"Please help, unlock my user account",Account,Low,26
201654,Need to update profile details,Issues with: Need to update profile details,Account,Medium,13
202894,Where is my receipt?,"Please help, where is my receipt?",Billing,Low,11
202696,Upgrade my plan,Upgrade my plan,Billing,Low,16
207307,Bug in the reporting widget,Help needed: Bug in the reporting widget,Technical,Medium,4
201896,Forgot my password,Help needed: Forgot my password,Account,Low,22
203712,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,5
201953,Account locked out,"Please help, account locked out",Account,Low,39
206135,System outage,System outage - please checking,Technical,Critical,3
205830,Database connection failed,Getting error: Database connection failed,Billing,High,4
207078,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,High,7
205624,App crashes on startup,Customer reports: App crashes on startup,Technical,Critical,3
202341,Profile picture upload failed,Help needed: Profile picture upload failed,Account,High,5
203719,Cancel my billing,Getting error: Cancel my billing,Billing,High,4
203121,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,High,3
207541,Mobile responsive design request,"Please help, mobile responsive design request",Feature Request,Low,32
207063,Error 404 not found,Error 404 not found - please checking,Technical,High,7
205234,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,Medium,8
206882,Mobile app unresponsive,Mobile app unresponsive,Technical,Low,34
201597,Forgot my password,Customer reports: Forgot my password,Account,Low,23
201556,Account locked out,Customer reports: Account locked out,Account,Low,20
206254,API endpoint returning 500,Issues with: API endpoint returning 500,Technical,Low,40
201247,Two-factor authentication issue,Issues with: Two-factor authentication issue,Account,High,6
203636,Charge on my credit card is wrong,Customer reports: Charge on my credit card is wrong,Billing,High,2
203091,Payment method declined,Getting error: Payment method declined,Billing,High,8
206860,Page loading very slow,Customer reports: Page loading very slow,Technical,Medium,11
201224,Change email address,Urgent: Change email address,Account,High,3
205829,Bug in the reporting widget,Bug in the reporting widget,Technical,Critical,3
207257,Screen freezes when clicking save,Urgent: Screen freezes when clicking save,Technical,High,2
209054,Please add more user roles,Help needed: Please add more user roles,Feature Request,Low,28
208145,Calendar view needed,Customer reports: Calendar view needed,Feature Request,Low,30
202136,Profile picture upload failed,Getting error: Profile picture upload failed,Account,High,5
205354,Database connection failed,Customer reports: Database connection failed,Technical,Low,45
206971,API endpoint returning 500,Getting error: API endpoint returning 500,Technical,High,8
209373,Need export to PDF feature,Getting error: Need export to PDF feature,Feature Request,High,8
204105,Need invoice for last month,Customer reports: Need invoice for last month,Billing,Low,17
201252,Unlock my user account,Unlock my user account - please checking,Account,Low,29
208610,Please add more user roles,Please add more user roles,Feature Request,Low,15
207820,Add custom fields to reports,Getting error: Add custom fields to reports,Feature Request,High,5
207415,Screen freezes when clicking save,Help needed: Screen freezes when clicking save,Feature Request,Critical,1
204850,Charge on my credit card is wrong,Urgent: Charge on my credit card is wrong,Billing,High,3
203313,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,5
205337,App crashes on startup,Help needed: App crashes on startup,Technical,Critical,4
207788,Requesting API documentation,Help needed: Requesting API documentation,Feature Request,Low,19
200341,Change email address,Change email address - please checking,Account,Low,26
202043,Cannot login to my account,Issues with: Cannot login to my account,Technical,Low,25
205082,System outage,System outage,Technical,Critical,4
208871,Calendar view needed,Issues with: Calendar view needed,Feature Request,Low,18
208937,Support for multiple languages,Urgent: Support for multiple languages,Feature Request,High,6
200892,Need to update profile details,Getting error: Need to update profile details,Account,High,4
204596,Double charged for subscription,Double charged for subscription - please checking,Billing,Low,40
205011,App crashes on startup,Help needed: App crashes on startup,Technical,Critical,2
200612,Change email address,Getting error: Change email address,Account,High,3
203172,Payment method declined,"Please help, payment method declined",Billing,Low,11
209268,Support for multiple languages,Urgent: Support for multiple languages,Feature Request,Low,27
208706,Please add more user roles,Customer reports: Please add more user roles,Billing,Low,47
209442,Integration with Slack would be nice,Urgent: Integration with Slack would be nice,Feature Request,High,4
205294,Error 404 not found,Error 404 not found,Technical,High,5
208192,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,28
200371,Unlock my user account,Help needed: Unlock my user account,Account,Low,26
207200,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,Medium,20
203084,Upgrade my plan,Upgrade my plan - please checking,Billing,Low,11
203511,Upgrade my plan,Getting error: Upgrade my plan,Billing,High,2
202352,Unlock my user account,Issues with: Unlock my user account,Account,Low,42
200441,Account locked out,Account locked out,Account,High,5
203062,Where is my receipt?,Where is my receipt?,Billing,Low,36
201172,Reset password link not working,Reset password link not working,Account,Low,17
207634,Integration with Slack would be nice,"Please help, integration with slack would be nice",Feature Request,Low,42
201069,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,48
200153,Need to update profile details,Need to update profile details,Account,Medium,14
203839,Cancel my billing,Help needed: Cancel my billing,Billing,Low,30
209968,Need export to PDF feature,Need export to PDF feature - please checking,Feature Request,High,7
207104,Bug in the reporting widget,Bug in the reporting widget,Feature Request,Medium,20
207354,Database connection failed,Customer reports: Database connection failed,Technical,High,6
207418,Screen freezes when clicking save,Screen freezes when clicking save,Technical,Low,11
209659,Need export to PDF feature,Getting error: Need export to PDF feature,Feature Request,High,2
203259,Need invoice for last month,"Please help, need invoice for last month",Billing,Low,26
208137,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,24
202608,Upgrade my plan,Help needed: Upgrade my plan,Billing,Low,13
200697,Need to update profile details,Need to update profile details,Account,Medium,11
202808,Need invoice for last month,"Please help, need invoice for last month",Billing,Low,45
205386,API endpoint returning 500,Getting error: API endpoint returning 500,Technical,High,6
209233,Integration with Slack would be nice,Issues with: Integration with Slack would be nice,Billing,Low,18
207391,App crashes on startup,App crashes on startup,Technical,Critical,4
206289,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,Medium,20
209716,Add bulk upload capability,Issues with: Add bulk upload capability,Feature Request,Low,8
204640,Need invoice for last month,Getting error: Need invoice for last month,Billing,High,5
206897,Bug in the reporting widget,"Please help, bug in the reporting widget",Technical,High,3
209680,Add custom fields to reports,"Please help, add custom fields to reports",Feature Request,Low,32
202426,Need to update profile details,Getting error: Need to update profile details,Account,High,2
208932,Mobile responsive design request,Mobile responsive design request,Feature Request,Low,32
206052,Error 404 not found,Customer reports: Error 404 not found,Technical,High,7
207556,Integration with Slack would be nice,Help needed: Integration with Slack would be nice,Account,Low,31
208701,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,25
205529,Bug in the reporting widget,Getting error: Bug in the reporting widget,Technical,High,4
208933,Add dark mode support,"Please help, add dark mode support",Feature Request,Low,28
207056,Error 404 not found,"Please help, error 404 not found",Technical,High,2
208175,Add custom fields to reports,"Please help, add custom fields to reports",Feature Request,Low,30
206456,App crashes on startup,Getting error: App crashes on startup,Technical,Critical,1
209393,Requesting API documentation,Urgent: Requesting API documentation,Feature Request,High,3
209818,Add bulk upload capability,Add bulk upload capability,Feature Request,Low,38
208591,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,38
206981,Page loading very slow,"Please help, page loading very slow",Technical,Medium,18
208528,Calendar view needed,Customer reports: Calendar view needed,Feature Request,Low,37
209288,Add dark mode support,Getting error: Add dark mode support,Feature Request,High,5
201975,Account locked out,Account locked out,Account,Low,9
204222,Where is my receipt?,Issues with: Where is my receipt?,Billing,Low,11
201422,Need to update profile details,"Please help, need to update profile details",Account,Medium,20
206777,Mobile app unresponsive,Issues with: Mobile app unresponsive,Technical,Medium,11
205068,Error 404 not found,Customer reports: Error 404 not found,Technical,High,2
201255,Cannot login to my account,Cannot login to my account - please checking,Account,Low,39
206634,Error 404 not found,Customer reports: Error 404 not found,Technical,High,8
208395,Need export to PDF feature,"Please help, need export to pdf feature",Technical,Low,35
201254,Need to update profile details,"Please help, need to update profile details",Account,Medium,19
207596,Requesting API documentation,"Please help, requesting api documentation",Feature Request,Low,28
207459,Bug in the reporting widget,Help needed: Bug in the reporting widget,Technical,Medium,22
209822,Please add more user roles,Getting error: Please add more user roles,Feature Request,Medium,20
201080,Forgot my password,Urgent: Forgot my password,Account,High,4
202525,Where is my receipt?,Issues with: Where is my receipt?,Billing,Low,40
207615,Please add more user roles,Urgent: Please add more user roles,Account,High,4
209762,Requesting API documentation,Help needed: Requesting API documentation,Billing,Low,27
204834,Subscription renewal failed,Getting error: Subscription renewal failed,Billing,Critical,3
206880,Screen freezes when clicking save,Getting error: Screen freezes when clicking save,Technical,Low,24
207010,Integration not syncing data,Urgent: Integration not syncing data,Technical,Medium,20
202566,Upgrade my plan,Help needed: Upgrade my plan,Billing,Low,16
200867,Delete my account,Delete my account - please checking,Feature Request,Low,30
209528,Calendar view needed,Urgent: Calendar view needed,Billing,High,7
207845,Requesting API documentation,Getting error: Requesting API documentation,Feature Request,High,6
208639,Requesting API documentation,Requesting API documentation,Feature Request,Medium,12
205163,Screen freezes when clicking save,Issues with: Screen freezes when clicking save,Technical,Low,28
208459,Calendar view needed,"Please help, calendar view needed",Feature Request,Low,32
208588,Calendar view needed,Urgent: Calendar view needed,Feature Request,High,4
200735,Change email address,Customer reports: Change email address,Account,Low,8
203203,Double charged for subscription,Double charged for subscription,Billing,High,5
206687,Bug in the reporting widget,Bug in the reporting widget,Technical,Medium,7
200365,Profile picture upload failed,Customer reports: Profile picture upload failed,Account,High,3
201651,Account locked out,Getting error: Account locked out,Account,High,4
207708,Requesting API documentation,"Please help, requesting api documentation",Feature Request,Low,11
203584,Refund request,Help needed: Refund request,Billing,Critical,1
201766,Change email address,Change email address - please checking,Technical,Low,41
207156,Bug in the reporting widget,Bug in the reporting widget,Technical,Medium,17
206569,Database connection failed,Customer reports: Database connection failed,Technical,High,7
208799,Add dark mode support,"Please help, add dark mode support",Feature Request,Low,21
203603,Refund request,Issues with: Refund request,Billing,Low,31
205192,System outage,Customer reports: System outage,Technical,Critical,2
204117,Refund request,"Please help, refund request",Billing,Low,21
208185,Mobile responsive design request,"Please help, mobile responsive design request",Feature Request,Low,14
204257,Refund request,Refund request - please checking,Billing,Low,22
205752,Database connection failed,Database connection failed - please checking,Technical,Critical,3
205823,API endpoint returning 500,Help needed: API endpoint returning 500,Technical,Low,39
203497,Need invoice for last month,Urgent: Need invoice for last month,Technical,High,5
209486,Add custom fields to reports,"Please help, add custom fields to reports",Feature Request,Low,14
209346,Requesting API documentation,Requesting API documentation - please checking,Feature Request,High,2
200296,Unlock my user account,Unlock my user account - please checking,Account,Low,20
205184,Screen freezes when clicking save,Screen freezes when clicking save,Technical,Low,24
201631,Cannot login to my account,Getting error: Cannot login to my account,Account,High,4
206191,Mobile app unresponsive,Urgent: Mobile app unresponsive,Technical,High,5
204554,Charge on my credit card is wrong,Charge on my credit card is wrong - please checking,Billing,Low,24
203821,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,8
201202,Profile picture upload failed,Profile picture upload failed,Account,High,2
207732,Requesting API documentation,Requesting API documentation - please checking,Feature Request,Low,37
203829,Update credit card information,Update credit card information - please checking,Billing,Medium,17
203250,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,High,6
201695,Need to update profile details,"Please help, need to update profile details",Account,Medium,17
206328,API endpoint returning 500,"Please help, api endpoint returning 500",Technical,Low,35
209997,Add bulk upload capability,Add bulk upload capability,Feature Request,Low,15
209577,Requesting API documentation,Requesting API documentation - please checking,Feature Request,Low,15
200120,Profile picture upload failed,Urgent: Profile picture upload failed,Account,High,3
205236,Screen freezes when clicking save,Customer reports: Screen freezes when clicking save,Technical,Critical,2
202527,Double charged for subscription,Getting error: Double charged for subscription,Technical,High,2
208121,Mobile responsive design request,Urgent: Mobile responsive design request,Feature Request,High,7
204909,Upgrade my plan,Upgrade my plan - please checking,Billing,Low,41
206902,Integration not syncing data,Urgent: Integration not syncing data,Technical,High,2
208677,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,29
208835,Please add more user roles,Urgent: Please add more user roles,Feature Request,High,7
205658,Error 404 not found,Error 404 not found - please checking,Technical,High,8
204526,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,12
205444,Page loading very slow,Issues with: Page loading very slow,Technical,Medium,13
207280,Database connection failed,Urgent: Database connection failed,Technical,High,5
202106,Account locked out,Help needed: Account locked out,Account,Low,27
202499,Unlock my user account,Urgent: Unlock my user account,Technical,High,6
208726,Please add more user roles,Help needed: Please add more user roles,Billing,Low,18
200373,Unlock my user account,Getting error: Unlock my user account,Account,High,4
208306,Need export to PDF feature,Urgent: Need export to PDF feature,Feature Request,High,3
209645,Add bulk upload capability,Help needed: Add bulk upload capability,Technical,Low,29
203548,Cancel my billing,Getting error: Cancel my billing,Billing,Critical,1
208411,Mobile responsive design request,"Please help, mobile responsive design request",Feature Request,Low,17
208035,Integration with Slack would be nice,Integration with Slack would be nice,Feature Request,Low,43
209990,Mobile responsive design request,Customer reports: Mobile responsive design request,Feature Request,Low,37
206578,Page loading very slow,"Please help, page loading very slow",Technical,Medium,10
206802,App crashes on startup,Customer reports: App crashes on startup,Billing,Critical,2
205818,Integration not syncing data,Help needed: Integration not syncing data,Technical,Low,15
207684,Need export to PDF feature,"Please help, need export to pdf feature",Feature Request,Low,38
209502,Integration with Slack would be nice,Integration with Slack would be nice,Feature Request,Low,30
201688,Delete my account,Issues with: Delete my account,Account,Low,22
206553,Mobile app unresponsive,Issues with: Mobile app unresponsive,Technical,Low,34
204987,Payment method declined,Payment method declined,Feature Request,Low,43
202593,Refund request,Help needed: Refund request,Billing,Low,27
207312,App crashes on startup,App crashes on startup - please checking,Technical,Critical,1
201900,Delete my account,Customer reports: Delete my account,Account,Low,46
203417,Cancel my billing,Urgent: Cancel my billing,Billing,High,7
201775,Cannot login to my account,Getting error: Cannot login to my account,Account,High,4
202892,Charge on my credit card is wrong,Charge on my credit card is wrong - please checking,Billing,Low,32
209866,Add dark mode support,Add dark mode support - please checking,Feature Request,Low,41
208420,Add custom fields to reports,Add custom fields to reports,Feature Request,Low,47
208355,Calendar view needed,"Please help, calendar view needed",Account,Low,18
209914,Add dark mode support,Customer reports: Add dark mode support,Feature Request,Low,24
209723,Add custom fields to reports,Issues with: Add custom fields to reports,Feature Request,Low,18
205732,App crashes on startup,Getting error: App crashes on startup,Technical,Critical,3
200363,Account locked out,Customer reports: Account locked out,Account,Low,21
204508,Update credit card information,Update credit card information,Billing,High,7
200440,Two-factor authentication issue,Two-factor authentication issue,Account,Low,40
204312,Refund request,Getting error: Refund request,Billing,High,6
203825,Need invoice for last month,Issues with: Need invoice for last month,Billing,Low,15
200263,Change email address,Change email address - please checking,Account,Low,18
203027,Charge on my credit card is wrong,Getting error: Charge on my credit card is wrong,Billing,High,6
202964,Need invoice for last month,"Please help, need invoice for last month",Billing,Low,34
201330,Change email address,Change email address - please checking,Account,Low,33
207698,Integration with Slack would be nice,Integration with Slack would be nice - please checking,Feature Request,Low,26
202734,Update credit card information,Update credit card information,Billing,Critical,1
200712,Two-factor authentication issue,Customer reports: Two-factor authentication issue,Account,Low,9
205263,App crashes on startup,Getting error: App crashes on startup,Technical,Critical,4
203814,Upgrade my plan,"Please help, upgrade my plan",Billing,Critical,1
208834,Add bulk upload capability,"Please help, add bulk upload capability",Feature Request,Low,8
207067,Bug in the reporting widget,Bug in the reporting widget,Technical,Low,10
200890,Unlock my user account,Unlock my user account,Account,High,2
205266,Mobile app unresponsive,Mobile app unresponsive,Technical,Low,42
208318,Add custom fields to reports,Add custom fields to reports - please checking,Feature Request,Low,25
200225,Cannot login to my account,Cannot login to my account,Account,Low,45
205649,Screen freezes when clicking save,Issues with: Screen freezes when clicking save,Technical,Low,24
203143,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,25
204689,Double charged for subscription,Double charged for subscription - please checking,Billing,Low,22
201696,Change email address,Urgent: Change email address,Account,High,4
204298,Payment method declined,Payment method declined - please checking,Billing,Low,34
209202,Please add more user roles,Customer reports: Please add more user roles,Feature Request,Low,23
204213,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,34
209208,Add custom fields to reports,Add custom fields to reports,Feature Request,Low,10
209106,Support for multiple languages,Support for multiple languages,Feature Request,Low,43
206799,Integration not syncing data,Urgent: Integration not syncing data,Technical,High,5
209891,Calendar view needed,Customer reports: Calendar view needed,Feature Request,Low,9
209323,Requesting API documentation,Customer reports: Requesting API documentation,Feature Request,Low,38
201350,Reset password link not working,Reset password link not working,Account,Low,16
207328,Bug in the reporting widget,Getting error: Bug in the reporting widget,Technical,High,5
206808,Screen freezes when clicking save,Urgent: Screen freezes when clicking save,Technical,High,5
200565,Need to update profile details,Urgent: Need to update profile details,Account,High,7
201529,Two-factor authentication issue,Two-factor authentication issue,Account,Low,43
204616,Double charged for subscription,Help needed: Double charged for subscription,Billing,Low,15
200515,Reset password link not working,Getting error: Reset password link not working,Account,High,5
205441,Mobile app unresponsive,Mobile app unresponsive - please checking,Technical,Low,22
206585,Integration not syncing data,Urgent: Integration not syncing data,Technical,High,4
206326,App crashes on startup,App crashes on startup - please checking,Technical,Critical,3
208590,Integration with Slack would be nice,Issues with: Integration with Slack would be nice,Feature Request,Low,32
208884,Calendar view needed,"Please help, calendar view needed",Feature Request,Low,35
200973,Two-factor authentication issue,"Please help, two-factor authentication issue",Account,Low,27
202878,Cancel my billing,Cancel my billing,Billing,Low,29
206188,Integration not syncing data,Integration not syncing data - please checking,Feature Request,Low,24
204207,Subscription renewal failed,Issues with: Subscription renewal failed,Billing,High,2
205690,Page loading very slow,Urgent: Page loading very slow,Technical,High,3
200835,Profile picture upload failed,"Please help, profile picture upload failed",Account,High,6
202997,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,15
204468,Need invoice for last month,Issues with: Need invoice for last month,Billing,Low,28
208439,Add custom fields to reports,Add custom fields to reports,Feature Request,Low,29
201251,Unlock my user account,Urgent: Unlock my user account,Account,Low,32
203215,Subscription renewal failed,"Please help, subscription renewal failed",Billing,High,4
206752,Mobile app unresponsive,Issues with: Mobile app unresponsive,Account,Low,20
201461,Delete my account,Issues with: Delete my account,Account,Low,31
208124,Calendar view needed,Getting error: Calendar view needed,Feature Request,High,8
208860,Please add more user roles,Please add more user roles,Feature Request,Low,37
205389,Database connection failed,Customer reports: Database connection failed,Technical,High,8
209614,Calendar view needed,Calendar view needed - please checking,Feature Request,Low,33
202946,Cancel my billing,"Please help, cancel my billing",Billing,Low,35
206739,System outage,Customer reports: System outage,Technical,Critical,3
206134,Screen freezes when clicking save,Urgent: Screen freezes when clicking save,Technical,High,8
203819,Update credit card information,Issues with: Update credit card information,Billing,Medium,5
200946,Need to update profile details,Need to update profile details,Account,Medium,11
207662,Calendar view needed,"Please help, calendar view needed",Feature Request,High,4
204657,Cancel my billing,Customer reports: Cancel my billing,Billing,Low,35
200781,Account locked out,Getting error: Account locked out,Account,High,2
208728,Please add more user roles,Urgent: Please add more user roles,Feature Request,High,5
202458,Cannot login to my account,Cannot login to my account - please checking,Account,Low,44
202625,Charge on my credit card is wrong,Charge on my credit card is wrong,Billing,Low,27
201594,Need to update profile details,Customer reports: Need to update profile details,Feature Request,Medium,17
203262,Double charged for subscription,Double charged for subscription,Billing,Low,23
205814,Page loading very slow,Urgent: Page loading very slow,Technical,High,7
200040,Reset password link not working,Help needed: Reset password link not working,Account,Low,31
208925,Integration with Slack would be nice,Customer reports: Integration with Slack would be nice,Feature Request,Low,45
204187,Cancel my billing,"Please help, cancel my billing",Billing,Low,27
200903,Delete my account,Urgent: Delete my account,Account,Medium,24
205995,Screen freezes when clicking save,Help needed: Screen freezes when clicking save,Technical,Low,25
202229,Profile picture upload failed,Getting error: Profile picture upload failed,Account,Medium,19
204677,Payment method declined,Payment method declined - please checking,Billing,Low,21
201850,Need to update profile details,Getting error: Need to update profile details,Account,Medium,4
201716,Forgot my password,Forgot my password - please checking,Account,Low,35
206978,Mobile app unresponsive,Help needed: Mobile app unresponsive,Technical,Low,41
200488,Cannot login to my account,Cannot login to my account - please checking,Account,Low,40
202276,Reset password link not working,Getting error: Reset password link not working,Account,High,5
209445,Requesting API documentation,"Please help, requesting api documentation",Feature Request,High,4
204128,Update credit card information,"Please help, update credit card information",Billing,Medium,16
205729,Bug in the reporting widget,Getting error: Bug in the reporting widget,Technical,High,8
206941,Screen freezes when clicking save,Urgent: Screen freezes when clicking save,Technical,High,2
200085,Reset password link not working,Urgent: Reset password link not working,Account,High,4
204075,Charge on my credit card is wrong,Customer reports: Charge on my credit card is wrong,Billing,Low,32
202266,Profile picture upload failed,Urgent: Profile picture upload failed,Account,High,8
204116,Update credit card information,Update credit card information,Billing,Medium,16
204135,Need invoice for last month,Getting error: Need invoice for last month,Billing,High,3
209481,Mobile responsive design request,Urgent: Mobile responsive design request,Feature Request,High,5
208625,Integration with Slack would be nice,Urgent: Integration with Slack would be nice,Feature Request,High,5
203451,Need invoice for last month,Help needed: Need invoice for last month,Billing,Low,23
208615,Support for multiple languages,Getting error: Support for multiple languages,Feature Request,High,7
201722,Two-factor authentication issue,Help needed: Two-factor authentication issue,Account,Medium,15
207956,Support for multiple languages,Help needed: Support for multiple languages,Feature Request,Low,17
200227,Need to update profile details,Help needed: Need to update profile details,Account,Medium,11
200223,Delete my account,"Please help, delete my account",Account,High,5
204377,Payment method declined,"Please help, payment method declined",Billing,Low,38
200033,Two-factor authentication issue,Two-factor authentication issue - please checking,Feature Request,Low,16
208110,Calendar view needed,Issues with: Calendar view needed,Feature Request,Low,28
204243,Where is my receipt?,Issues with: Where is my receipt?,Billing,High,8
207508,Add bulk upload capability,Add bulk upload capability,Feature Request,Low,38
201121,Need to update profile details,Getting error: Need to update profile details,Account,High,2
203705,Subscription renewal failed,Urgent: Subscription renewal failed,Technical,High,7
205989,Error 404 not found,Error 404 not found,Technical,High,8
207858,Add custom fields to reports,Urgent: Add custom fields to reports,Feature Request,Medium,20
203683,Update credit card information,Issues with: Update credit card information,Billing,Low,12
204252,Double charged for subscription,Urgent: Double charged for subscription,Billing,High,2
209225,Add bulk upload capability,Issues with: Add bulk upload capability,Feature Request,Low,45
204808,Subscription renewal failed,Customer reports: Subscription renewal failed,Billing,High,2
207581,Add bulk upload capability,"Please help, add bulk upload capability",Feature Request,Low,32
202431,Change email address,Customer reports: Change email address,Account,Low,20
207288,Error 404 not found,"Please help, error 404 not found",Technical,High,5
205449,API endpoint returning 500,Urgent: API endpoint returning 500,Technical,High,2
209066,Mobile responsive design request,Mobile responsive design request - please checking,Feature Request,Low,9
204672,Cancel my billing,Cancel my billing,Billing,Low,32
205864,Page loading very slow,Page loading very slow,Technical,Medium,20
201678,Account locked out,Account locked out,Account,Low,25
205607,API endpoint returning 500,Help needed: API endpoint returning 500,Technical,Low,9
203910,Double charged for subscription,Double charged for subscription,Billing,Low,19
207223,Page loading very slow,"Please help, page loading very slow",Technical,Medium,23
203802,Double charged for subscription,Double charged for subscription,Billing,Low,45
203686,Refund request,Getting error: Refund request,Billing,High,5
206845,Screen freezes when clicking save,Getting error: Screen freezes when clicking save,Technical,High,2
200475,Unlock my user account,Help needed: Unlock my user account,Account,Low,30
203025,Need invoice for last month,"Please help, need invoice for last month",Billing,Low,39
209728,Need export to PDF feature,Help needed: Need export to PDF feature,Feature Request,Low,46
202048,Reset password link not working,Customer reports: Reset password link not working,Account,Low,20
207561,Calendar view needed,Calendar view needed,Billing,Low,17
202542,Refund request,Customer reports: Refund request,Billing,Low,20
205421,Screen freezes when clicking save,Screen freezes when clicking save - please checking,Technical,Low,14
207236,API endpoint returning 500,"Please help, api endpoint returning 500",Technical,Critical,2
203071,Where is my receipt?,Getting error: Where is my receipt?,Billing,High,8
207598,Support for multiple languages,Support for multiple languages,Feature Request,Low,16
209810,Add custom fields to reports,Getting error: Add custom fields to reports,Feature Request,High,5
207203,Bug in the reporting widget,Help needed: Bug in the reporting widget,Technical,Medium,22
203526,Subscription renewal failed,Subscription renewal failed,Billing,High,8
206708,App crashes on startup,App crashes on startup - please checking,Technical,Critical,2
206375,Integration not syncing data,Customer reports: Integration not syncing data,Technical,Low,29
201039,Two-factor authentication issue,Issues with: Two-factor authentication issue,Account,Low,18
203328,Payment method declined,Payment method declined - please checking,Billing,Low,36
209153,Please add more user roles,Help needed: Please add more user roles,Feature Request,Low,41
203423,Refund request,Customer reports: Refund request,Billing,Low,35
202822,Cancel my billing,Getting error: Cancel my billing,Billing,Low,42
203274,Subscription renewal failed,Urgent: Subscription renewal failed,Billing,High,2
